Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Polygonaceae,Rumex britannica L.,Polygonaceae,Rumex orbiculatus Gray,great water dock,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex crispus L. ssp. crispus,Polygonaceae,Rumex crispus L.,curly dock; curled or yellow dock,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex longifolius DC.,same,same,yard dock; dooryard dock,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex obtusifolius L. ssp. obtusifolius,Polygonaceae,Rumex obtusifolius L.,bitter dock; board-leaved dock,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex patientia L.,Polygonaceae,same,patience dock,E,,Dowhan (1979); Tucker (1995),,,,,,,,
Polygonaceae,Rumex persicarioides L. var. fueginus (Phill.) A. Haines,Polygonaceae,Rumex maritimus L. var. fueginus (Phil.) Dusen,American golden dock,N,SCH,Seymour (1982); Kartesz (2008),NDDB list Rumex maritimus,,,,,,,
Polygonaceae,Rumex persicarioides L. var. persicarioides,new,new,American golden dock,N,SCH,Tucker (1995); Kartesz (2008),NDDB list Rumex maritimus,,,,,,,
Polygonaceae,Rumex triangulivalvis (Danser) Rech. f.,Polygonaceae,same,white dock,E,,Seymour (1982); Kartesz (2008),"Native to VT, invasive elsewhere",,,,,,,
Polygonaceae,Rumex verticillatus L.,Polygonaceae,same,swamp dock; water dock,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polypodiaceae,Polypodium ×incognitum Cusik,new,new,,N,,GH!,,,,,,,,
Polypodiaceae,Polypodium appalachianum Haufler & Windham,new,new,Appalachian polypody,N,,Haufler et al. (1993),,,,,,,,
Polypodiaceae,Polypodium virginianum L.,same,same,polypody,N,,Haufler et al. (1993),,,,,,,,
Pontederiaceae,Eichhornia crassipes (Mart.) Solms-Laubach,new,new,common water-hyacinth,I,,Angelo and Boufford (2000),"Listed as potentially invasive, not known to be naturalized",,,,,,,
Pontederiaceae,Heteranthera dubia (Jacq.) MacM.,same,same,grass-leaved mud-plantain; water stargrass,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Pontederiaceae,Heteranthera reniformis Ruiz & Pavón,same,Heteranthera reniformis R. & P.,kidney-leaved mud-plantain,N,SCH,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Pontederiaceae,Pontederia cordata L.,same,same,pickerelweed,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Portulacaceae,Claytonia caroliniana Michx.,same,same,Carolina spring-beauty,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Portulacaceae,Claytonia virginica L.,same,same,Virginia spring-beauty,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Portulacaceae,Portulaca grandiflora Hook.,same,same,Cultivated purslane,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Portulacaceae,Portulaca oleracea L.,same,same,Common purslane,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Potamogetonaceae,"Potamogeton ×absconditus Z. Kaplan, Fehrer, & Hellquist",new,new,,N,,Angelo and Boufford (2000),,,,,,,,
Potamogetonaceae,"Potamogeton ×aemulans Z. Kaplan, Hellquist, & Fehrer",new,new,,N,,Kaplan et al. (2009; Systematic Botany 34),"Haines suggests that specimens previously identified as P. diversifolius may, in fact, be this hybrid; he doesn't list P. diversifolius in New England a tall.",,,,,,,
Potamogetonaceae,Potamogeton ×nitens G. Weber,Zosteraceae,Potamogeton ×subnitens Hagstr.,,N,,Angelo and Boufford (2000),Haines doesn't list this as synonmym but Dowhan indicates it is P. gramineus x P. perfoliatus. ,,,,,,,
Potamogetonaceae,Potamogeton ×scoliophyllus Hagstr.,new,new,,N,,Angelo and Boufford (2000),,,,,,,,
Potamogetonaceae,Potamogeton ×spathuliformis (J.W. Robbins) Morong,new,new,,N,,Angelo and Boufford (2000); NEBC!,,,,,,,,
Potamogetonaceae,Potamogeton amplifolius × P. gramineus,new,new,,N,,NEBC!,,,,,,,,
Potamogetonaceae,Potamogeton amplifolius Tuckerman,Zosteraceae,same,big-leaved pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton berchtoldii Fieber,Zosteraceae,Potamogeton pusillus L. var. tenuifolius Mert. & Koch,Berchtold's pondweed,N,,Hellquist and Crow (1980),,Potamogeton berchtoldii Fieber; Potamogeton berchtoldii var. polyphyllus (Morong) Fern; Potamogeton berchtoldii var. tenuissimus (Mert. & Koch) Fern.,,,,,,
Potamogetonaceae,Potamogeton bicupulatus Fern.,Zosteraceae,same,snail-seed pondweed,N,,Hellquist and Crow (1980),"Dowhan actually spells the species ""P. biculpatus""",Potamogeton diversifolius var. trichophyllus Morong,,,,,,
Potamogetonaceae,Potamogeton confervoides Reichenb.,Zosteraceae,same,alga-like pondweed,N,En,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton crispus L.,Zosteraceae,same,curly pondweed,I,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton epihydrus Raf.,Zosteraceae,Potamogeton epihydrus Raf. var. epihydrus; Potamogeton epihydrus Raf. var. ramosus (Peck) House,ribbon-leaved pondweed,N,,Hellquist and Crow (1980),,Potamogeton epihydrus Raf. var. nuttallii (C. & S.) Fern.,,,,,,
Potamogetonaceae,Potamogeton foliosus Raf. ssp. foliosus,Zosteraceae,Potamogeton foliosus Raf.,leafy pondweed,N,,Hellquist and Crow (1980),,Potamogeton foliosus Raf.  var. macellus Fern.,,,,,,
Potamogetonaceae,Potamogeton friesii Rupr.,Zosteraceae,same,flat-stalked pondweed,N,En,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton gemmiparus (J.W. Robbins) J.W. Robbins ex Morong,Zosteraceae,Potamogeton pusillus L. var. gemmiparus Robbins,budding pondweed,N,T,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton gramineus L.,Zosteraceae,Potamogeton gramineus L. var. gramineus; Potamogeton gramineus L. var. maximus Morong & Bennett; Potamogeton gramineus L. var. myriophyllus Robbins,grassy pondweed,N,,,,,,,,,,
Potamogetonaceae,Potamogeton hillii Morong,Zosteraceae,same,Hill's pondweed,N,En,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton illinoensis × P. richardsonii,new,new,,N,,Angelo and Boufford (2000),,,,,,,,
Potamogetonaceae,Potamogeton illinoensis Morong,Zosteraceae,same,Illinois pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton natans L.,Zosteraceae,same,floating pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton nodosus Poir.,Zosteraceae,same,long-leaved pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton oakesianus J.W. Robbins,Zosteraceae,same,Oakes' pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton obtusifolius Mert. & Koch,Zosteraceae,same,blunt-leaved pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton ogdenii Hellquist & Hilton,Zosteraceae,Potamogeton ×longiligulatus Fern.,Ogden's pondweed,N,En,Haynes and Hellquist (2000),"Dowhan doesn't list this taxon but he lists P. xlongiiligulatus, which he says may be a cross between P. hillii or P. strictifolius and P. zosteriformis and Haines doesn't list that hybrid but does say that P. ogdeni may be a cross of P. hillii and P. zosteriformis.",,,,,,,
Potamogetonaceae,Potamogeton perfoliatus L.,Zosteraceae,Potamogeton perfoliatus L. var. bupleuroides (Fern.) Farw.,clasping-leaved pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton praelongus × P. richardsonii,new,new,,N,,Angelo and Boufford (2000),,,,,,,,
Potamogetonaceae,Potamogeton praelongus Wulfen,Zosteraceae,Potamogeton praelongus Wulf. var. praelongus; Potamogeton praelongus Wulf. var. angustifolius Graebn.,white-stemmed pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton pulcher Tuckerman,Zosteraceae,same,spotted pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton pusillus L.,Zosteraceae,Potamogeton pusillus L. var. pusillus Fern. & Schub.; Potamogeton lateralis Morong pro parte,small pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton richardsonii (Benn.) Rydb.,Zosteraceae,same,Richardson's pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton robbinsii Oakes,Zosteraceae,same,Robbins' pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton spirillus Tuckerman,Zosteraceae,same,northern snail-seed pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton strictifolius Benn.,Zosteraceae,same,straight-leaved pondweed,N,En,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton vaseyi J.W. Robbins,Zosteraceae,same; Potamogeton lateralis Morong pro parte,Vasey's pondweed,N,T,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Potamogeton zosteriformis Fern.,Zosteraceae,same,flat-stemmed pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Stuckenia pectinata (L.) Boerner,Zosteraceae,Potamogeton pectinatus L.,Sago false pondweed; Sago pondweed,N,,Hellquist and Crow (1980),,,,,,,,
Potamogetonaceae,Zannichellia palustris L.,Zosteraceae,Zannichellia palustris L. var. major (Boenn) W.D.J. Koch,horned pondweed,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Primulaceae,Hottonia inflata Ell.,same,same,American featherfoil,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Primulaceae,Primula veris L.,same,same,cowslip primrose; English cowslip,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Pteridaceae,Adiantum pedatum L.,Polypodiaceae,same,northern maidenhair fern; maidenhair fern,N,,Paris (1993),,,,,,,,
Pteridaceae,Cheilanthes lanosa (Michx.) D.C. Eat.,Polypodiaceae,same,hairy lip fern,N,En,Windham and Rabe (1993),,,,,,,,
Pteridaceae,Cryptogramma stelleri (Gmel.) Prantl,Polypodiaceae,same,slender rock-brake;  cliff-brake,N,En,Alverson (1993),,,,,,,,
Pteridaceae,Pellaea atropurpurea (L.) Link,Polypodiaceae,same,purple cliff-brake,N,,Windham (1993),,,,,,,,
Pteridaceae,Pellaea glabella Mett. ex Kuhn ssp. glabella,new,new,slender cliff-brake,N,En,Windham (1993),,,,,,,,
Ranunculaceae,Aconitum napellus L.,new,new,garden monkshood,E,,,,,,,,,,
Ranunculaceae,Actaea pachypoda Ell.,same,same,white baneberry; doll's eyes,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Ranunculaceae,Actaea racemosa L.,same,Cimicifuga racemosa (L.) Nutt.,black bugbane,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Actaea rubra (Ait.) Willd.,same,same,red baneberry,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone acutiloba (DC.) G. Lawson,same,Hepatica acutiloba DC.,sharp-lobed hepatica,N,SC,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone americana (DC.) H. Hara,same,Hepatica americana (DC.) Ker.,blunt-lobed hepatica; round-lobed hepatica,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone canadensis L.,same,same,Canada windflower; Canada anemone,N,T,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone cylindrica Gray,same,same,long-headed windflower; thimbleweed,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone quinquefolia L. var. quinquefolia,same,Anemone quinquefolia L.,wood windflower,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone virginiana L. var. alba (Oakes) Wood,same,Anemone riparia Fern.,tall windflower; river thimbleweed,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Anemone virginiana L. var. virginiana ,same,Anemone virginiana L.,tall windflower; tall anemone; thimbleweed,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Aquilegia canadensis L.,same,Aquilegia canadensis L. var. canadensis; Aquilegia canadensis L. var. coccinea (Small) Munz,red columbine; wild columbine,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Aquilegia vulgaris L.,same,same,European columbine,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Caltha palustris L.,same,same,marsh-marigold,N,,,,,,,,,,
Ranunculaceae,Clematis florida Thunb.,same,same,Asian virgin’s-bower,E,,Dowhan (1979); Kartesz (2009),,,,,,,,
Ranunculaceae,Clematis occidentalis (Hornem.) DC. ssp. occidentalis,same,Clematis verticillaris DC.,purple virgin’s-bower; purple clematis,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Clematis terniflora DC.,same,Clematis maximowicziana Franch. & Sav.,yam-leaved virgin’s-bower,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Clematis virginiana L.,same,same,Virginia virgin’s-bower; wild clematis,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Consolida ajacis (L.) Schur,same,Delphinium ambigua (L.) B.W. Ball & Heywood,doubtful knight’s-spur; rocket larkspur,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Consolida regalis S.F. Gray,same,Delphinium regalis S.F. Gray,royal knight’s-spur; garden larkspur,E,,"Dowhan (1979); Graves et al. (1910, page 192)",,,,,,,,
Ranunculaceae,Coptis trifolia (L.) Salisb.,same,Coptis groenlandica (Oeder) Fern.,three-leaved goldthread,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ficaria verna Huds. ssp. bulbifera A. & D. Löve,same,Ranunculus ficaria L. ssp. bulbifera Lawalree,fig-crowfoot; fig-buttercup; lesser celandine,I,,Les Mehrhoff (IPANE data); Kartesz (2009),,,,,,,,
Ranunculaceae,Hydrastis canadensis L.,same,same,goldenseal,N,En,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Nigella damascena L.,new,new,devil-in-the-bush; love-in-a-mist,E,,Tucker (1995); Kartesz (2009),Dowhan has in list of non-persistant species (app. A),,,,,,,
Ranunculaceae,Nigella sativa L.,new,new,black-cumin,E,,"1 Aug 1907, Eames s.n. (CONN; image seen!)",A.H.  says that some early specimens actually N. damascena ,,,,,,,
Ranunculaceae,Ranunculus abortivus L.,same,Ranunculus abortivus L. var. abortivus; Ranunculus abortivus L. var. acrolasius Fern.; Ranunculus abortivus L. var. eucyclus Fern.,kidney-leaved crowfoot; small flowered crowfoot. ,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus acris L.,same,Ranunculus acris L. ssp. acris; Ranunculus acris L. ssp. strigulosus (Schkuhr.) Hyl.,tall crowfoot; common buttercup,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus allegheniensis Britt.,same,same,Allegheny crowfoot; mountain crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus ambigens S. Wats.,same,same,water-plantain crowfoot; spearwort,N,En,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus aquatilis L. var. diffusus Withering,same,Ranunculus trichophyllus Chaix var. trichophyllus; Ranunculus trichophyllus Chaix var. calvescens W.B. Drew; Ranunculus subrigidus Drew; Ranunculus longirostris Godr.,white water crowfoot,N,SC,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus bulbosus L.,same,same,bulbous crowfoot,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus caricetorum Greene,same,Ranunculus septentrionalis Poir.,swamp crowfoot,N,,Seymour (1982); Kartesz (2009)," Per FNA,  R. septronionalis ""oten used for"" R. hispidus var caricetorum = Haines' R. caricetorum",,,,,,,
Ranunculaceae,Ranunculus cymbalaria Pursh,same,same,seaside crowfoot,N,En,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus fascicularis Muhl. ex Bigelow,same,Ranunculus fascicularis Muhl.,early crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus flabellaris Raf.,same,same,greater yellow water crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus flammula L. var. ovalis (Bigelow) L. Benson,same,Ranunculus reptans L. var. ovalis (Bigel.) Torr. & Gray,creeping crowfoot; creeping spearwort,N,SCH,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus flammula L. var. reptans (L.) E. Meyer,same,Ranunculus reptans L. var. reptans,creeping crowfoot; creeping spearwort,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus hispidus Michx.,same,Ranunculus hispidus Michx. var. hispidus; Ranunculus hispidus Michx. var. falsus Fern.,hispid crowfoot; wood buttercup,N,,Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus micranthus Nutt.,same,same,small-flowered crowfoot; rock crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus pensylvanicus L. f.,same,same,bristly crowfoot,N,SCH,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus recurvatus Poir. var. recurvatus,same,Ranunculus recurvatus Poir.,hooked crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus repens L.,same,same,spot-leaved crowfoot; creeping buttercup,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Ranunculus sceleratus L. var. sceleratus,same,Ranunculus sceleratus L.,cursed crowfoot,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Thalictrum dasycarpum Fisch. & Avé-Lall.,same,Thalictrum dasycarpum Fisch. & Lall.,purple meadow-rue,E,,Kartesz (2008); Angelo and Boufford (ined.; Rhodora),,,,,,,,
Ranunculaceae,Thalictrum dioicum L.,same,same,early meadow-rue,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Thalictrum pubescens Pursh,same,Thalictrum polygamum Muhl. var. polygamum; Thalictrum polygamum Muhl. var. intermedium Boivin,tall meadow-rue,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Thalictrum revolutum DC.,same,same,waxy-leaved meadow-rue,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Thalictrum thalictroides (L.) Eames & Boivin,same,Anemonella thalictroides (L.) Spach,anemone meadow-rue; rue anemone,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Trollius laxus Salisb.,same,same,American globe-flower; spreading globe-flower,N,T,Seymour (1982); Kartesz (2009),,,,,,,,
Ranunculaceae,Xanthorhiza simplicissima Marsh.,same,same,shrub yellowroot,E,,Kartesz (2009); Dowhan (1979),,,,,,,,
Resedaceae,Reseda alba L.,same,same,white upright mignonette; white mignonette;,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Resedaceae,Reseda lutea L.,same,same,yellow upright mignonette; crambling rocket,E,,Seymour (1982); Kartesz (2009),,,,,,,,
Resedaceae,Reseda luteola L.,same,same,dyer's mignonette; dyer's weed; yellow-weed,E,,Dowhan (1979),,,,,,,,
Resedaceae,Reseda odorata L.,same,same,garden mignonette,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Rhamnaceae,Ceanothus americanus L.,same,same,New Jersey redroot; New Jersey tea,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rhamnaceae,Frangula alnus P. Mill.,same,same,glossy false buckthorn; European buckthorn,I,,Seymour (1982); Kartesz (2009),,,,,,,,
Rhamnaceae,Rhamnus alnifolia L'Hér.,same,same,alder-leaved buckthorn; swamp buckthorn,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rhamnaceae,Rhamnus cathartica L.,same,Rhamnus catharticus L.,European buckthorn; common buckthorn,I,,Seymour (1982); Kartesz (2009),,,,,,,,
Rhamnaceae,Rhamnus davurica Pallas ssp. davurica,same,Rhamnus dahuricus Pall.,Dahurian buckthorn,E,,NEBC!,,,,,,,,
Rhamnaceae,Rhamnus utilis Dcne.,new,new,Chinese buckthorn,E,,Bryan Conolly (personal communication; verfied by Tony Reznicek),,,,,,,,
Rosaceae,Agrimonia gryposepala Wallr.,same,same,common agrimony; hairy agrimony,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Agrimonia microcarpa Wallr.,same,Agrimonia pubescens Wallr.,low agrimony; soft or hairy agrimony,E,,Kartesz (2009),specimens at NEBC reported by Mehrhoff have not been relocated,,,,,,,
Rosaceae,Agrimonia parviflora Ait.,same,same,southern agrimony; small-flowered agrimony,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Agrimonia pubescens Wallr.,same,same,downy agrimony,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Agrimonia rostellata Wallr.,same,same,woodland agrimony,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Agrimonia striata Michx.,same,same,roadside agrimony; stickseed,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Alchemilla monticola Opiz,same,Alchemilla xanthochlora Rothm.,hairy lady's mantle,E,,Dowhan (1979); Seymour (2009); NEBC!,,,,,,,,
Rosaceae,Amelanchier arborea (Michx. f.) Fern.,same,same,downy shadbush; serviceberry; downy juneberry,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Amelanchier canadensis (L.) Medik.,same,Amelanchier canadensis (L.) Medic.,eastern shadbush; common juneberry,N,,,,,,,,,,
Rosaceae,Amelanchier laevis Wieg.,same,same,smooth shadbush; serviceberry,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Amelanchier nantucketensis Bickn.,new,new,Nantucket shadbush; thicket shadbush,N,,"John Anderson (personal communication; images seen!); Bryan Conolly (personal communication, Groton)",,,,,,,,
Rosaceae,Amelanchier sanguinea (Pursh) DC.,same,same,roundleaf shadbush,N,,NOT,,,,,,,,
Rosaceae,Amelanchier spicata (Lam.) K. Koch,same,Amelanchier stolonifera Wieg.,dwarf shadbush,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Rosaceae,Argentina egedii (Wormsk.) Rydb. ssp. groenlandica (Tratt.) A. Löve,same,Potentilla anserina L. var. groenlandica Tratt.,Pacific silverweed,N,,,,,,,,,,
Rosaceae,Aronia arbutifolia (L.) Pers.,same,Aronia arbutifolia (L.) Ell.,red chokeberry,N,,,,,,,,,,
Rosaceae,Aronia floribunda (Lindl.) Spach,same,Aronia prunifolia (Marsh.) Rehd.,purple chokeberry,N,,Seymour (1982); Kartesz (2009),,,,,,,,
