Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Apiaceae,Zizia aurea (L.) W.D.J. Koch,Umbelliferae,same,common golden Alexanders,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Apocynum ×floribundum Greene,new,Apocynum medium Greene,intermediate dogbane,N,,Seymour (1982); Kartesz (1999),"presumed native, both parents are native",,,,,,,
Apocynaceae,Apocynum androsaemifolium L.,Apocynaceae,same,spreading dogbane,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Apocynum cannabinum L.,Apocynaceae,Apocynum cannabinum L. var. cannabinum; Apocynum cannabinum L. var. pubescens (Mitchell) A. DC.; Apocynum sibiricum Jacq. var. cordigerum (Greene) Fern.; Apocynum sibiricum L. var. sibiricum,hemp dogbane; Indian hemp                                                         ,N,,Seymour (1982); Kartesz (1999),Apocynum sibiricum Jacq. var. sibiricum- apparently not an accepted synomym.     ,,,,,,,
Apocynaceae,Asclepias amplexicaulis J.E. Smith,Asclepiadaceae,Asclepias amplexicaulis Sm.,clasping milkweed; blunt-leaved milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias exaltata L.,Asclepiadaceae,same,poke milkweed;,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias incarnata L. ssp. incarnata,Asclepiadaceae,Asclepias incarnata L. var. incarnata,swamp milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias incarnata L. var. pulchra (Ehrh. ex Willd.) Pers.,Asclepiadaceae,Asclepias incarnata L. var. pulchra (Ehrh.) Pers.,hairy swamp milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias purpurascens L.,Asclepiadaceae,same,purple milkweed,N,SC,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias quadrifolia Jacq.,Asclepiadaceae,same,four-leaved milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias syriaca L.,Asclepiadaceae,same,common milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias tuberosa L. ssp. interior Woods.,Asclepiadaceae,Asclepias tuberosa L. var. interior (Woods.) Seymour ,butterfly milkweed; butterfly-weed,N,,Seymour (1982); Kartesz (1999),Known only from CT; of conservation concern,,,,,,,
Apocynaceae,Asclepias tuberosa L. ssp. tuberosa,Asclepiadaceae,Asclepias tuberosa L. var. tuberosa,butterfly milkweed; butterfly-weed,N,,Seymour (1982); Kartesz (1999),Haines: of regional  conservation concern,,,,,,,
Apocynaceae,Asclepias variegata L.,Asclepiadaceae,same,red-ringed milkweed; white milkweed,N,SCH,Seymour (1982); Kartesz (1999),Presumed extirpated in CT; Haines: of regional conservation concern,,,,,,,
Apocynaceae,Asclepias verticillata L.,Asclepiadaceae,same,whorled milkweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Apocynaceae,Asclepias viridiflora Raf.,Asclepiadaceae,Asclepias viridiflora Raf. var. viridiflora; Asclepias viridiflora Raf. var. lanceolata (Ives) Torr.,green milkweed,N,En,Seymour (1982); Kartesz (1999),Haines: of regional conservation concern, Acerates viridiflora (Raf.) Eat. var. viridiflora,,,,,,
Apocynaceae,Cynanchum louiseae Kartesz & Gandhi,Asclepiadaceae,Vincetoxicum nigrum (L.) Moench,black swallowwort,I,,Seymour (1982); Kartesz (1999),,Cynanchum nigrum (L.) Pers.,,,,,,
Apocynaceae,Cynanchum rossicum (Kleopow) Borhidi,new,new,pale swallowwort,I,,Kartesz (1999),,,,,,,,
Apocynaceae,Periploca graeca L.,Asclepiadaceae,same,silkvine,E,,Dowhan (1979),reported only from CT,,,,,,,
Apocynaceae,Vinca minor L.,same,same,common periwinkle; myrtle,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Aquifoliaceae,Ilex glabra (L.) Gray,same,same,evergreen winterberry; inkberry,N,T,Seymour (1982); Kartesz (1999),,,,,,,,
Aquifoliaceae,Ilex laevigata (Pursh) Gray,same,same,smooth winterberry,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Aquifoliaceae,Ilex montana Torr. & Gray ex Gray,same,Ilex montana Torr. & Gray var. mollis (Gray) Britt.,mountain-winterberry; big-leaved holly,N,,Magge and Ahles (1999),"looks like Dowhan got the variety wrong, probably should have been montana.",,,,,,,
Aquifoliaceae,"Ilex mucronata (L.) M. Powell, Savol., & S. Andrews",same,Nemopanthus mucronata (L.) Trel.,mountain holly,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Aquifoliaceae,Ilex opaca Ait. var. opaca,same,Ilex opaca Ait.,American holly,N,,,"This sp. naturalized, burt never clear if it was native.",,,,,,,
Aquifoliaceae,Ilex verticillata (L.) Gray,same,Ilex verticillata (L.) Gray var. verticillata; Ilex verticillata (L.) Gray var. padifolia; Ilex verticillata (L.) Gray var. fastigiata; Ilex verticillata (L.) Gray var. tenuifolia,common winterberry; winterberry; black alder,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Araceae,Arisaema dracontium (L.) Schott,same,same,green-dragon,N,,Thompson (2000),,,,,,,,
Araceae,Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston,same,Arisaema pusillum (Peck) Nash,Jack-in-the-pulpit,N,,Treiber (1980),,,,,,,,
Araceae,Arisaema triphyllum (L.) Schott ssp. stewardsonii (Britt.) Huttleston,same,Arisaema stewardsonii Britt.,Jack-in-the-pulpit,N,,Kartesz (1999),,,,,,,,
Araceae,Arisaema triphyllum (L.) Schott ssp. triphyllum,same,Arisaema triphyllum (L.) Schott,Jack-in-the-pulpit,N,,Kartesz (1999),,,,,,,,
Araceae,Calla palustris L.,same,same,wild calla; marsh calla,N,,Thompson (2000),,,,,,,,
Araceae,Lemna minor L.,Lemnaceae,same,common duckweed,N,,Landolt (2000),,,,,,,,
Araceae,Lemna trisulca L.,Lemnaceae,same,ivy-leaved duckweed,N,,Landolt (2000),,,,,,,,
Araceae,Lemna valdiviana Phil.,Lemnaceae,Lemna valdiviana Phil.,minute duckweed,N,,Hellquist and Crow (1992),No CT specimens known,Lemna perpusilla Torr.,,,,,,
Araceae,Orontium aquaticum L.,same,same,golden-club,N,SC,Thompson (2000),,,,,,,,
Araceae,Peltandra virginica (L.) Schott,same,Peltandra virginica (L.) Kunth,green arrow-arum; tuckahoe,N,,Thompson (2000),,,,,,,,
Araceae,Spirodela polyrrhiza (L.) Schleid.,Lemnaceae,same,common duck-meal; greater duckweed,N,,Landolt (2000),,,,,,,,
Araceae,Symplocarpus foetidus (L.) Salisb. ex Nutt.,same,Symplocarpus foetidus (L.) Nutt.,skunk-cabbage,N,,Thompson (2000),,,,,,,,
Araceae,Wolffia borealis (Engelm. ex Hegelm.) Landolt ex Landolt & Wildi,Lemnaceae,Wolffia punctata Griseb.,northern water-meal,N,,Landolt (2000),,,,,,,,
Araceae,Wolffia brasiliensis Weddell,Lemnaceae,Wolffia punctata Griseb.; Wolffia papulifera C.H. Thompson,Brazilian water-meal,N,,Landolt (2000),,,,,,,,
Araceae,Wolffia columbiana Karst.,Lemnaceae,same,Columbian water-meal,N,,Landolt (2000),,,,,,,,
Aristolochiaceae,Asarum canadense L.,same,Asarum canadense L. var. canadense; Asarum canadense L. var. acuminatum Ashe; Asarum canadense L. var. reflexum (Bickn.) Robins.,Canada wild ginger,N,,,,,,,,,,
Aristolochiaceae,Endodeca serpentaria (L.) Raf.,same,Aristolochia serpentaria L.,Virginia serpentaria,N,SC,Kelly and Gonzalez (2003),,,,,,,,
Aristolochiaceae,Isotrema macrophyllum (Lam.) C.F. Reed,same,Aristolochia macrophylla Lam.,large-leaved Dutchman's pipe,E,,"Kelly and Gonzalez (2003), Barringer (1997)",,,,,,,,
Asparagaceae,Asparagus officinalis L.,Liliaceae,same,asparagus,E,,,,,,,,,,
Aspleniaceae,Asplenium ×ebenoides R.R. Scott,new,×Asplensorus ebenoides (R.R. Scott) Wherry,,N,,Angelo and Boufford (online atlas),,Asplenium ×ebenoides R.R. Scott (pro sp.) [platyneuron × rhizophyllum],,,,,,
Aspleniaceae,Asplenium montanum Willd.,Polypodiaceae,same,mountain spleenwort,N,SC,Wagner et al. (1993),,,,,,,,
Aspleniaceae,Asplenium platyneuron (L.) Britton,Polypodiaceae,Asplenium platyneuron (L.) Oakes,ebony spleenwort,N,,Wagner et al. (1993),,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",,,,,,
Aspleniaceae,Asplenium rhizophyllum L.,Polypodiaceae,Camptosorus rhizophyllus (L.) Link,walking fern,N,,Wagner et al. (1993),,,,,,,,
Aspleniaceae,Asplenium ruta-muraria L.,Polypodiaceae,same,wall-rue spleenwort,N,T,Wagner et al. (1993),,Asplenium ruta-muraria L. var. cryptolepis (Fernald) Wherry (=our variety),,,,,,
Aspleniaceae,Asplenium trichomanes L. ssp. quadrivalens D.E. Mey.,Polypodiaceae,Asplenium trichomanes L.,maidenhair spleenwort,N,,Wagner et al. (1993),,,,,,,,
Aspleniaceae,Asplenium trichomanes L. ssp. trichomanes,Polypodiaceae,Asplenium trichomanes L.,maidenhair spleenwort,N,,Wagner et al. (1993),,,,,,,,
Asteraceae,Achillea millefolium L. ssp. lanulosa (Nutt.) Piper,Compositae,Achillea lanulosa Nutt.; Achillea millefolium L.,common yarrow,N,,Seymour (1982); Kartesz (1999),Old World ssp. millefolium appears to NOT be naturalized in New England,,,,,,,
Asteraceae,Achillea ptarmica L.,Compositae,same,pearl yarrow; sneezeweed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Ageratina altissima (L.) King & H.E. Robins. var. altissima,Compositae,Eupatorium rugosum Houtt.,white snakeroot,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Ageratina aromatica (L.) Spach,Compositae,Eupatorium aromaticum L.,lesser snakeroot; small white snakeroot,N,En,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Ageratum conyzoides L.,new,new,tropical whiteweed,E,,Tucker (1995),,,,,,,,
Asteraceae,Ambrosia ×helenae Rouleau,new,new,,N,,?,,,,,,,,
Asteraceae,Ambrosia artemisiifolia L.,Compositae,Ambrosia artemisiifolia L. var. artemisiifolia; Ambrosia artemisiifolia L. var. elatior (L.) Descourtils,common ragweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Ambrosia bidentata Michx.,Compositae,same,lance-leaved ragweed; ,E,,Kartesz (1999); Strother (2006),,,,,,,,
Asteraceae,Ambrosia psilostachya DC.,Compositae,Ambrosia psilostachya DC. var. coronopifolia (Torr. & Gray) Farw.,perennial ragweed; western ragweed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Ambrosia trifida L. var. trifida,Compositae,Ambrosia trifida L.,giant ragweed,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Anaphalis margaritacea (L.) Benth. & Hook. f.,Compositae,Anaphalis margaritacea (L.) C.B. Clarke var. angustior (Miquel) Nakai; Anaphalis margaritacea (L.) C.B. Clarke var. intercedens Hara,pearly everlasting,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Antennaria howellii Greene ssp. canadensis Bayer,Compositae,Antennaria canadensis Greene,Canada pussytoes,N,,?,,,,,,,,
Asteraceae,Antennaria howellii Greene ssp. neodioca Bayer,Compositae,Antennaria neodioica Greene var. neodioca; Antennaria neodioica Greene var. attenuata Fern.; Antennaria neodioica Greene var. chlorophylla Fern.; Antennaria neodioica Greene var. grandis Fern.,small pussytoes,N,,,,,,,,,,
Asteraceae,Antennaria howellii Greene ssp. petaloidea (Fern.) Bayer,Compositae,Antennaria petaloidea Fern.,small pussytoes; field pussytoes,N,SCH,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Antennaria neglecta Greene,Compositae,same,field pussytoes,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Antennaria parlinii Fern. ssp. fallax (Greene) Bayer & Stebbins,Compositae,Antennaria brainerdii Fern.; Antennaria falax Greene; Antennaria munda Fern.,Parlin's pussytoes,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Antennaria parlinii Fern. ssp. parlinii,Compositae,Antennaria parlinii Fern. var. parlinii; Antennaria parlinii Fern. var. arnoglossa (Greene) Fern.,Parlin's pussytoes,N,,Anten,,,,,,,,
Asteraceae,Antennaria plantaginifolia (L.) Richardson,Compositae,Antennaria plantaginifolia (L.) Hook. var. plantaginifolia; Antennaria plantaginifolia (L.) Hook. var. petiolata (Fern.) Heller,plantain-leaved pussytoes,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Anthemis arvensis L.,Compositae,Anthemis arvensis L. var. arvensis; Anthemis arvensis L. var. agrestis (Wallr.) DC.,corn chamomile; field chamomile,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Anthemis cotula L.,Compositae,same,"stinking chamomile; mayweed, dog-fennel",E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Arctium lappa L.,Compositae,same,great burdock,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Arctium minus Bernh.,Compositae,Arctium minus (Hill) Bernh.; Arctium nemorosum Lej. & Court.,common burdock,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Arctium tomentosum P. Mill.,Compositae,same,woolly burdock,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia abrotanum L.,Compositae,same,southern wormwood,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia absinthium L.,Compositae,same,oldman wormwood; absinthe,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia annua L.,Compositae,same,annual wormwood; sweet wormwood,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia biennis Willd.,Compositae,same,biennial wormwood,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia campestris L. ssp. campestris,new,new,field wormwood,E,,Hall and Clements (1923),Haines thinks plants may have been ssp.  caudata with open branched capitulescences,,,,,,,
Asteraceae,Artemisia campestris L. ssp. caudata (Michx.) Hall & Clements,Compositae,Artemisia caudata Michx.,field wormwood,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia dracunculus L.,Compositae,Artemisia glauca Pall.,dragon wormwood,E,,Dowhan (1979),,,,,,,,
Asteraceae,Artemisia frigida Willd.,Compositae,same,prairie wormwood,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia ludoviciana Nutt. ssp. ludoviciana,Compositae,Artemisia ludoviciana Nutt. var. gnaphalodes (Nutt.) Torr. & Gray; Artemisia ludoviciana Nutt. var. latifolia (Bess.) Torr. & Gray,white wormwood; western mugwort,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia pontica L.,Compositae,same,Roman wormwood,E,,Magee and Ahles (1999); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia stelleriana Bess.,Compositae,same,beach wormwood; dusty miller,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Artemisia vulgaris L. var. vulgaris,Compositae,same; Artemisia vulgaris L. var. glabra Ledeb.; Artemisia vulgaris L. var. latiloba Ledeb.,common wormwood; common mugwort,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Aster tataricus L. f.,Compositae,Aster tartaricus L. f.,Tatarian aster,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Baccharis halimifolia L.,Compositae,same,eastern false willow; groundsel-tree; groundsel-bush,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Balsamita major Desf.,Compositae,same,costmary,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bellis perennis L.,Compositae,same,lawn-daisy; English daisy,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens alba (L.) DC.,Compositae,Bidens pilosa L. var. radiata Sch.,white beggar-ticks; white-flowered bidens,E,,Dowhan (1979),,,,,,,,
Asteraceae,Bidens aristosa (Michx.) Britt.,Compositae,Bidens aristosa (Michx.) Britt. var. aristosa; Bidens aristosa (Michx.) Britt. var. fritcheyi Fern.; Bidens aristosa (Michx.) Britt. var. mutica Gray,midwestern beggar-ticks; tickseed sunflower,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens beckii Torr. ex Spreng.,Compositae,Megalodonta beckii (Torr.) Greene,Beck's water-marigold,N,T,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens bipinnata L.,Compositae,same,Spanish needles beggar-ticks,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens cernua L.,Compositae,Bidens cernua L. var. cernua; Bidens cernua L. var. elliptica Wieg.,nodding beggar-ticks; sticktight,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens connata Muhl. ex Willd.,Compositae,Bidens connata Muhl. ex Willd. var. connata; Bidens connata Muhl. ex Willd. var. fallax (Warnst.) Sherff; Bidens connata Muhl. ex Willd. var. gracilipes Fern.; Bidens connata Muhl. ex Willd. var. petiolata (Nutt.) Farw.,purple-stemmed beggar-ticks; swamp beggar-ticks,N,,Seymour (1982); Kartesz (1999),It is possible that B. heterodoxa var. monardaefolia fits here - but not certain,,,,,,,
Asteraceae,Bidens discoidea (Torr. & Gray) Britt.,Compositae,same,small beggar-ticks,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens eatonii Fern.,Compositae,Bidens eatonii Fern. var. major Fassett; Bidens eatonii Fern. var. simulans Fassett,Eaton's beggar-ticks,N,T,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens frondosa L.,Compositae,same,devil's beggar-ticks,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens laevis (L.) B.S.P.,Compositae,same,smooth beggar-ticks,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens pilosa L.,new,new,hairy beggar-ticks,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens polylepis Blake,Compositae,same,Ozark beggar-ticks,E,,Not,,,,,,,,
Asteraceae,Bidens trichosperma (Michx.) Britt.,Compositae,Bidens coronata (L.) Britt.,crowned beggar-ticks; tall tickseed-sunflower,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Bidens tripartita L. ssp. comosa (Gray) A. Haines,Compositae,Bidens comosa (Gray) Wieg.; Bidens heterodoxa (Fern.) Fern. & St. John var. agnostica Fern.; Bidens heterodoxa (Fern.) Fern. & St. John var. monardaefolia Fern.,three-lobed beggar-ticks,N,,Seymour (1982); Kartesz (1999),Haines considers var. monardaefolia specimens misidentified  B. tripartita ssp comosa,,,,,,,
Asteraceae,Bidens vulgata Greene,Compositae,same,tall beggar-ticks,N,,Seymour (1982); Kartesz (2009),,,,,,,,
Asteraceae,Boltonia asteroides (L.) L'Hér. var. latisquama (Gray) Cronq.,Compositae,same,white doll's-daisy; false starwort,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Boltonia asteroides (L.) L'Hér. var. recognita (Fern. & Grisc.) Cronq.,Compositae,same,white doll's-daisy; false starwort,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Calendula officinalis L.,Compositae,same,pot-marigold,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Callistephus chinensis (L.) Nees,Compositae,Callistephus chinensis Nees,Chinese-aster,E,,Dowhan (1979),,,,,,,,
Asteraceae,Carduus acanthoides L. ssp. acanthoides,Compositae,Carduus acanthoides L.,spiny plumeless-thistle; acanthus thistle,E,,Dowhan (1979),,,,,,,,
Asteraceae,Carduus crispus L.,Compositae,same,curly plumeless-thistle; welted thistle,E,,?,,,,,,,,
Asteraceae,Carduus nutans L.,Compositae,same,nodding plumeless-thistle; musk or nodding thistle,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea ×moncktonii C.E. Britton,new,new,,E,,Keil and ochsmann (2006),,,,,,,,
Asteraceae,Centaurea benedicta (L.) L.,Compositae,Cnicus benedictus L.,blessed knapweed; blessed thistle,E,,Magee and Ahles (1999); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea cyanus L.,Compositae,same,garden knapweed; bachelor's-button,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea diffusa Lam.,new,new,white knapweed,E,,Keil and ochsmann (2006); Magee and Ahles (1999),,,,,,,,
Asteraceae,Centaurea jacea L.,Compositae,same,brown knapweed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea nigra L.,Compositae,same,black knapweed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea nigrescens Willd.,Compositae,Centaurea nigrescens Willd. ssp. nigrescens,short-fringed knapweed; Tyrol knapweed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Centaurea scabiosa L.,new,new,greater knapweed,E,,Keil and ochsmann (2006),,,,,,,,
Asteraceae,Centaurea solstitialis L.,new,new,yellow knapweed,E,,Keil and ochsmann (2006),,,,,,,,
Asteraceae,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,Compositae,Centaurea maculosa Lam.,spotted knapweed,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cichorium endivia L.,Compositae,same,cultivated endive,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cichorium intybus L.,Compositae,same,chicory,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium altissimum (L.) Spreng.,Compositae,same,tall thistle,E,,Dowhan (1979),,,,,,,,
Asteraceae,Cirsium arvense (L.) Scop.,Compositae,Cirsium arvense (L.) Scop. var. arvense; Cirsium arvense (L.) Scop. var. integrifolium Wimm. & Grab.; Cirsium arvense (L.) Scop. var. mite Wimm. & Grab.; Cirsium arvense (L.) Scop. var. vestitum Wimm & Grab.,creeping thistle; Canada thistle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium discolor (Muhl. ex Willd.) Spreng.,Compositae,Cirsium discolor (Muhl.) Spreng.,field thistle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium horridulum Michx.,Compositae,same,yellow thistle,N,En,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium muticum Michx.,Compositae,same,swamp thistle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium pumilum (Nutt.) Spreng. var. pumilum,Compositae,Cirsium pumilum (Nutt.) Spreng.,pasture thistle,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Cirsium vulgare (Savi) Ten.,Compositae,same,common thistle,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Coreopsis basalis (A. Dietr.) Blake,new,new,golden mane tickseed,E,,Magee and Ahles (1999),,,,,,,,
Asteraceae,Coreopsis grandiflora Hogg ex Sweet,Compositae,Coreopsis grandiflora Hogg,large-flowered tickseed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Coreopsis lanceolata L.,Compositae,same,lance-leaved tickseed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Asteraceae,Coreopsis pubescens Ell.,Compositae,Coreopsis pubescens Ell. var. robusta Gray,hairy tickseed; star tickseed,E,,Magee and Ahles (1999); Kartesz (1999),,,,,,,,
Asteraceae,Coreopsis tinctoria Nutt. var. tinctoria,Compositae,Coreopsis tinctoria Nutt.,golden tickseed; garden tickseed,E,,Seymour (1982); Kartesz (1999),,,,,,,,
